thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.target_dur,trial.reward,Fix_after_target.OnsetTime,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),date,expName,frameRate,
,,9999,1,0,Sun Nov 10 13:42:29 2024,1,loss.low,5.014462608000031,0.5,-1.5,5.533495829000003,,1,,,,,,,,
