thisRow.t,notes,None.OffsetTime,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.rt,trial.target_dur,Fix_after_target.OnsetTime,Fix_after_target.OffsetTime,Fix_after_target.Duration,Fix_ITI.OnsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,trial.reward,MRT,Cue.OnsetTime,Cue.Duration,Cue.OffsetTime,Dly.OnsetTime,Dly.OffsetTime,Dly.Duration,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,Fb.Duration,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,11.294230457991944,1,1,0,Thu Apr 30 16:50:25 2026,1,loss.neut,5.007862916987506,0.23818404199846555,0.5,5.522333957997034,9.29499687498901,3.7618159580015345,9.29504154199094,2,6.299261208012467,11.30632250000781,0,,,,,,,,,,,,,,1,1,yes,yes,no,0,2,2026-04-30_16h50.04.451,MID1.1,None,
,,19.5686464169994,1,1,0,Thu Apr 30 16:50:32 2026,2,reward.neut,11.307222874995205,0.2539304579986492,0.5,11.815926541996305,15.568688666986418,3.746069542001351,15.568730749990209,4,8.265601042003254,19.572532833000878,0.0,0.0,,,,,,,,,,,,,1,1,yes,yes,no,0,2,2026-04-30_16h50.04.451,MID1.1,None,
,,25.722773166999104,1,1,0,Thu Apr 30 16:50:40 2026,3,loss.neut,19.573410375000094,0.3428907920024358,0.48,20.06521824999072,23.728294791988446,3.6571092079975642,23.728330624988303,2,6.162522416998399,25.735653666997678,0.0,,0.2783350973331835,,,,,,,,,,,,1,1,yes,yes,no,0,2,2026-04-30_16h50.04.451,MID1.1,None,
,,19.09878691699123,1,1,1,Thu Apr 30 16:51:10 2026,1,reward.high,9.220635666992166,0.2004865410126513,0.278,9.506258541994612,11.099353832993074,1.5924713421443597,13.099648999996134,6,14.100441791000776,63.715033875007066,5.0,5.0,,5.003821833000984,2.0,7.003443708003033,7.004784082993865,9.219825374995708,2.207042116842989,1,"Hit!
+$5.00",5.0,11.112009042000864,,1,1,yes,yes,no,0,2,2026-04-30_16h50.04.451,MID1.1,None,
,,28.518684832990402,1,1,1,Thu Apr 30 16:51:24 2026,2,loss.high,23.395375374995638,0.19135195799754,0.278,23.675688707997324,25.21567220799625,1.5319328737368765,27.22394329200324,,,,,,,19.105251542001497,2.0,21.115624707992538,21.116620250002597,23.395095792002394,2.2767151682655835,1,"Hit!
$0.00",5.0,25.227278207996278,1.9884901250043185,,1,,,,,,,,,
