thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.rt,trial.target_dur,trial.reward,Fix_after_target.OnsetTime,Fix_ITI.OnsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,MRT,Cue.OnsetTime,Dly.OnsetTime,trial.too_slow_rt,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,trial.too_fast_rt,trial.cue_rt,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,4567,1,0,Fri Dec 12 13:08:28 2025,1,reward.low,5.009679333074018,0.30738508398644626,0.5,1.5,5.516485792002641,9.21327333303634,4,8.217158374958672,13.225699750008062,1.5,,,,,,,,,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,0,Fri Dec 12 13:08:36 2025,2,loss.low,13.226276500034146,0.31788391701411456,0.5,,13.732838500058278,17.424459833069704,4,8.19953241595067,21.42562666698359,1.5,,,,,,,,,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,0,Fri Dec 12 13:08:44 2025,3,reward.low,21.426345250103623,0.33243229100480676,0.48,1.5,21.913088875007816,25.59181041701231,4,8.168725833063945,29.594799333019182,3.0,0.3192337640017892,,,,,,,,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:09:16 2025,1,reward.neut,9.457497457973659,,0.319,,9.78202699997928,13.010324249975383,6,14.01584545802325,66.82496258302126,0,,5.007361041032709,9.456821082974784,0.025921666990922576,3,"Miss!
$0.00",0,11.019957915996201,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:09:30 2025,2,loss.neut,23.524075499968603,0.07680137502029538,0.319,,23.84782108303625,27.293395790969953,4,12.283301208051853,79.10855849995278,0,,19.023479791008867,23.52349770802539,,1,"Hit!
$0.00",0,25.298288749996573,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:09:42 2025,3,loss.neut,35.45734045805875,,0.299,-0.0,35.76077000005171,39.3100426660385,2,10.003212915966287,89.11226304201409,0.0,,31.30731249996461,35.457078790990636,0.03643699986871751,3,"Miss!
-$0.00",0.0,37.315183541039005,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:09:52 2025,4,loss.high,45.54129479103722,0.17122587491758168,0.319,-5.0,45.864203625009395,49.49043991602957,2,10.183170999982394,99.29594937502407,-5.0,,41.31101095804479,45.541102083050646,,2,"Miss!
-$5.00",-5.0,47.49820324999746,1.9549688328581274,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:10:02 2025,5,loss.neut,55.64505833305884,,0.319,-0.0,55.97585083299782,59.494944958016276,2,10.0016389999073,109.2981332920026,-5.0,,51.49474291596562,55.64484937500674,0.005510082927670856,3,"Miss!
-$0.00",-5.0,57.495642250054516,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:10:12 2025,6,reward.low,65.82446279097348,,0.319,,66.1593112910632,69.52355783304665,6,14.027202165918425,123.32552320801187,-5.0,,61.49653704103548,65.8240427080309,0.008329541961016096,3,"Miss!
$0.00",-5.0,67.52623116597533,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:10:26 2025,7,reward.high,79.70741966599599,0.29071654099971056,0.319,,80.03025841596536,83.5772171659628,4,12.0662179159699,135.39223708305508,-5.0,,75.5242752500344,79.70691675005946,,2,"Miss!
$0.00",-5.0,81.57363137498032,2.0720674160466905,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:10:38 2025,8,loss.low,91.97407433297485,0.0024380420800298452,0.319,,92.29808304097969,95.92383533297107,6,14.335645207902417,149.72836525004823,-5.0,,87.59098566602916,91.9736372079933,,1,"Hit!
$0.00",-5.0,93.93028529104777,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:10:53 2025,9,reward.neut,106.19104541605338,0.3118129998911172,0.339,0.0,106.5385140409926,109.98040687502362,6,14.063563666073605,163.79234629205894,-5.0,,101.92700341599993,106.19057179102674,,1,"Hit!
$0.00",-5.0,107.97494916606229,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:11:07 2025,10,reward.neut,120.27393804106396,0.30000758299138397,0.359,0.0,120.643598958035,124.09034400002565,2,10.102385000092909,173.89522062498145,-5.0,,115.99106983304955,120.27368895802647,,1,"Hit!
$0.00",-5.0,122.07705604098737,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:11:17 2025,11,reward.low,130.324155875016,0.3068681249860674,0.339,1.5,130.67694775003474,134.17394970799796,6,14.080732790986076,187.97638162504882,-3.5,,126.09389129106421,130.3236523750238,,1,"Hit!
+$1.50",-3.5,132.18151645804755,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:11:31 2025,12,loss.high,144.2947022500448,0.2791273749899119,0.339,,144.6425019580638,148.27382112503983,4,12.101858834037557,200.07847287505865,-3.5,,140.17483654106036,144.29416583303828,,1,"Hit!
$0.00",-3.5,146.27871662506368,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:11:43 2025,13,loss.high,156.41127270797733,,0.359,-5.0,156.7774724160554,160.2937389999861,4,12.01708729204256,212.0959890000522,-8.5,,152.27713475003839,156.41104158305097,0.005038125029373175,3,"Miss!
-$5.00",-8.5,158.293294291012,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:11:55 2025,14,loss.high,168.49079029099084,0.28968179202638566,0.379,,168.87851625005715,172.4238187080482,6,14.133084709057584,226.229522916954,-8.5,,164.29467195796315,168.49043604102917,,1,"Hit!
$0.00",-8.5,170.4289547080407,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:12:09 2025,15,loss.low,182.56107449997216,,0.299,-1.5,182.86403229099233,186.44057754101232,2,10.016312042018399,236.2462966250023,-10.0,,178.42822150001302,182.5605302080512,0.030396790907645466,3,"Miss!
-$1.50",-10.0,184.44489420799073,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:12:19 2025,16,loss.neut,192.62419629096985,,0.339,-0.0,192.97774033306632,196.46054033306427,2,10.028597041964531,246.27537087502424,-10.0,,188.44500783307012,192.62376700004097,0.0049860409432496144,3,"Miss!
-$0.00",-10.0,194.46246270800475,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:12:29 2025,17,loss.low,202.74073370802216,,0.319,-1.5,203.06513533298858,206.47707491600886,6,14.003539166995324,260.2794201669749,-11.5,,198.47411554097198,202.74025991605595,0.02919916599572292,3,"Miss!
-$1.50",-11.5,204.4810954160057,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:12:43 2025,18,reward.low,216.60747616598383,0.30664445797447115,0.359,1.5,216.97730200004298,220.55985904100817,4,12.082135290955193,272.3620786250103,-10.0,,212.47818504099268,216.60700245806947,,1,"Hit!
+$1.50",-10.0,218.5617464580573,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
,,4567,1,1,Fri Dec 12 13:12:55 2025,19,loss.neut,228.742658165982,0.30509995901957154,0.359,,229.11196020804346,232.64361216605175,2,10.082994582946412,282.4455105829984,-10.0,,224.56074695801362,228.74246729107108,,1,"Hit!
$0.00",-10.0,230.64514999999665,,,4567,1,yes,no,no,0,1,2025-12-12_13h08.03.861,MID1.1,None,
