thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.rt,trial.target_dur,trial.reward,Fix_after_target.OnsetTime,Fix_ITI.OnsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,MRT,Cue.OnsetTime,Dly.OnsetTime,Dly2.OnsetTime,trial.too_slow_rt,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,152647,1,0,Thu Jan 22 11:41:38 2026,1,reward.neut,5.002267209114507,0.22736491705290973,0.5,0.0,5.52044541714713,9.303101042052731,2,6.308896458009258,11.310889790998772,0.0,0.22736491705290973,,,,,,,,,152647,1,yes,no,no,0,2,2026-01-22_11h41.06.063,MID1.1,None,
,,152647,1,1,Thu Jan 22 11:42:04 2026,1,reward.low,9.408433958888054,,0.227,,9.641692084027454,13.028650041902438,6,14.028654209105298,45.02868191595189,0,,5.011967666912824,9.40611083409749,9.4061232090462,0.0033396249745645257,3,"Miss!
$0.00",0,11.030857084086165,152647,1,yes,no,no,0,2,2026-01-22_11h41.06.063,MID1.1,None,
,,152647,1,1,Thu Jan 22 11:42:18 2026,2,loss.high,23.284245749935508,,0.227,-5.0,23.51727041695267,27.07077179197222,6,14.036303417058662,59.065435083117336,-5.0,,19.04106550011784,23.281780374934897,23.281808374915272,0.0003984580013653982,3,"Miss!
-$5.00",-5.0,25.06445020902902,152647,1,yes,no,no,0,2,2026-01-22_11h41.06.063,MID1.1,None,
,,152647,1,1,Thu Jan 22 11:42:32 2026,3,loss.neut,37.23935608402826,0.21065712487325072,0.227,,37.47573004197329,41.128647750010714,,,,,,33.07771341688931,37.2367433749605,37.23677162500098,,1,"Hit!
$0.00",-5.0,39.13480483391322,,1,,,,,,,,,
