thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.rt,trial.target_dur,trial.reward,Fix_after_target.OnsetTime,Fix_after_target.Duration,Fix_ITI.OnsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,MRT,Cue.OnsetTime,Cue.Duration,Dly.OnsetTime,Dly.Duration,trial.too_slow_rt,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,trial.too_fast_rt,trial.cue_rt,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,88990,1,0,Thu Jan 22 12:27:37 2026,1,reward.low,5.005745874950662,0.22698749997653067,0.5,1.5,5.513714832952246,3.7730125000234693,9.287493665935472,4,8.284581166924909,13.289874500129372,1.5,0.22698749997653067,,,,,,,,,,,,88990,1,yes,no,no,0,2,2026-01-22_12h27.15.966,MID1.1,None,
,,88990,1,1,Thu Jan 22 12:28:10 2026,1,loss.high,9.453657957958058,,0.227,-5.0,9.68867591698654,1.3148072123243684,13.009593874914572,6,14.009634708985686,52.34820020804182,-5.0,,5.0087598748505116,2.0,7.012289291946217,2.438205287699101,0.0027098752274388183,3,"Miss!
-$5.00",-5.0,11.010252750013024,,,88990,1,yes,no,no,0,2,2026-01-22_12h27.15.966,MID1.1,None,
,,88990,1,1,Thu Jan 22 12:28:24 2026,2,loss.high,23.385233832988888,,0.247,-5.0,23.637117249891162,1.36781173663229,27.02698087482713,6,14.017697958042845,66.36617670813575,-10.0,,19.017398041905835,2.0,21.020526124862954,2.3652007633911794,,2,"Miss!
-$5.00",-10.0,25.01759083289653,2.3085653749851858,,88990,1,yes,no,no,0,2,2026-01-22_12h27.15.966,MID1.1,None,
,,88990,1,1,Thu Jan 22 12:28:38 2026,3,loss.low,37.33613112499006,0.1538510420359671,0.227,,37.578579999972135,1.5498570637954097,41.13616816699505,,,,,,33.03664099983871,2.0,35.036986416904256,2.2962918941686232,,1,"Hit!
$0.00",-10.0,39.146509249927476,,0.28695045807398856,,1,,,,,,,,,
