thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,Tgt.OffsetTime,trial.rt,trial.target_dur,Fix_after_target.OnsetTime,Fix_after_target.OffsetTime,Fix_after_target.Duration,Fix_ITI.OnsetTime,Fix_ITI.OffsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,trial.reward,trial.too_slow_rt,MRT,Cue.OnsetTime,Cue.OffsetTime,Cue.Duration,Dly.OnsetTime,Dly.OffsetTime,Dly.Duration,trial.too_fast_rt,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,Fb.OffsetTime,Fb.Duration,trial.cue_rt,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,587968758647536,1,0,Fri May  1 11:06:22 2026,11,reward.high,89.57805779197952,90.04377529199701,0.2986217500001658,0.46,90.04965874998015,93.75204870800371,3.7024852090107743,93.75302916698274,99.7522348749917,5.999257707997458,10.174451416998636,99.75229758399655,19.5,5.0,,,,,,,,,,,,,,,,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,0,Fri May  1 11:06:32 2026,12,reward.neut,99.75305874997866,100.21899637498427,0.20704091602237895,0.46,100.22516266698949,104.02726879197871,3.8021512500126846,104.02836850000313,106.03546895799809,2.0071813329996075,6.282803915994009,106.03559574999963,19.5,0.0,,,,,,,,,,,,,,,,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,0,Fri May  1 11:06:39 2026,13,loss.low,106.03645658298046,106.54326399997808,,0.5,106.5473918329808,110.02718191698659,3.4798596249893308,110.02821770799346,112.03501508297632,2.006833749997895,5.998917374992743,112.03505725000286,18.0,-1.5,0.2641750409861561,,,,,,,,,,,,,,,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,0,Fri May  1 11:06:45 2026,14,loss.low,112.03555333300028,112.56480908297817,0.2481138749863021,0.52,112.5685673749831,116.32309579200228,3.7545845419808757,116.32419579199632,118.32620845799102,2.0020627499907278,6.290838749991963,118.3262547919876,18.0,,,,,,,,,,,,,,,,,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,0,Fri May  1 11:06:51 2026,15,loss.high,118.32717187498929,118.78987258300185,0.3525286249932833,0.46,118.79629995799041,122.452235499979,3.655978791997768,122.4531820830016,124.46035229199333,2.007249292015331,6.133588458003942,124.46044662498753,18.0,,0.002473833999829367,0.2779885027984468,,,,,,,,,,,,,,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:07:27 2026,1,reward.neut,9.081170332996408,9.368381832988234,,0.278,9.375852124998346,11.009915040980559,1.6341041249979753,13.02370766599779,15.03062087498256,2.006971541995881,10.028446665994124,164.2605037089961,0,,0.002757875008315258,,5.003850457986118,7.009692416002508,2.0059278330008965,7.010795124981087,9.08002912500524,2.0693007079826202,0.0542734580066746,3,"Miss!
$0.00",0,11.022594540991122,13.005688332981663,1.983087542001158,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:07:37 2026,2,reward.neut,19.143642707989784,19.443055374984397,0.26854600000660866,0.298,19.44838562500081,21.07642983298865,1.628084541996941,23.08235116599826,25.093285582988756,2.010989541973686,10.06207883299794,174.3231618749851,0.0,0.0,,,15.031925624993164,17.035176000004867,2.0032952500041574,17.036206290998962,19.14323608300765,2.107097459025681,,1,"Hit!
$0.00",0.0,21.088484540989157,23.068990375002613,1.9804977920139208,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:07:47 2026,3,loss.high,29.181031249987427,29.46395991600002,0.2182918329781387,0.278,29.46902829100145,31.189081040996825,1.7201097499928437,33.19407075000345,39.206363000004785,6.012348916992778,14.11262495900155,188.4362317500054,0.0,,,,25.095267208002042,27.10558329100604,2.0103731249982957,27.10668075000285,29.180543082999066,2.0739200829993933,,1,"Hit!
$0.00",0.0,31.189393290987937,33.180846332979854,1.991439374978654,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:08:01 2026,4,reward.low,43.664788333000615,43.947571833006805,0.23163720799493603,0.278,43.951947624998866,45.28063920798013,1.3287453330121934,47.28607883298537,49.29330266598845,2.0072775830049068,10.086349500023061,198.52316862498992,1.5,1.5,,,39.208745790994726,41.214206874981755,2.005518874997506,41.21540095799719,43.6641851659806,2.4488367089943495,,1,"Hit!
+$1.50",1.5,45.28957537500537,47.272486832982395,1.9829051249835175,0.341924584005028,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:08:11 2026,5,reward.low,53.680999540985795,53.9438193749811,,0.258,53.949356790981255,55.29320220800582,1.3438852920080535,57.29940216598334,63.30180783299147,6.002481167000951,14.00806779199047,212.5317012089945,1.5,,0.002610834009135088,,49.29441229099757,51.30184187498526,2.007473374978872,51.30301608299487,53.68065274998662,2.3776927920116577,,3,"Miss!
$0.00",1.5,55.30077445798088,57.2851826660044,1.9843932500225492,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:08:25 2026,6,loss.neut,67.77726079098647,68.059900207998,,0.278,68.06589212498511,69.31788308298565,1.2520234580151737,71.31934012498823,77.32665637499304,6.007375417015282,14.024238791986136,226.55654225000762,1.5,-0.0,,,63.304082207992906,65.30976337500033,2.00573683399125,65.31082441599574,67.77665524999611,2.465884792007273,2.271247791992574,2,"Miss!
-$0.00",1.5,69.32162487498135,,,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:08:39 2026,7,reward.neut,81.72294849998434,82.04707645799499,0.23705991698079742,0.318,82.04976199998055,83.43912920798175,1.389421041996684,85.44861666599172,91.45213912500185,6.0035803339851554,14.124808333988767,240.682015917002,1.5,0.0,,,77.32822754100198,79.33872566599166,2.0105355419800617,79.33927320799557,81.72234099998605,2.3831269999791402,,1,"Hit!
$0.00",1.5,83.44482229099958,85.42684883298352,1.9820118329953402,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:08:53 2026,8,loss.high,95.64810133300489,95.9061726660002,0.22465995801030658,0.258,95.90983229098492,97.505971415987,1.5961925409792457,99.50718391599366,103.51413370799855,4.007011458015768,12.06136512500234,252.7440303750045,1.5,,,,91.45363337500021,93.45600004098378,2.0024172919802368,93.45719024998834,95.6475035409967,2.1903795000107493,,1,"Hit!
$0.00",1.5,97.50634704099502,,,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:09:05 2026,9,reward.high,107.7473020000034,108.03445845798706,0.23313516701455228,0.278,108.03746833300102,109.5813103329856,1.5438914169790223,111.59089587500785,117.59319279098418,6.002365499996813,14.078596959006973,266.82307804198354,6.5,5.0,,,103.51598837500205,105.52221312499023,2.0063042079855222,105.52316666598199,107.74703220798983,2.2238983339921106,,1,"Hit!
+$5.00",6.5,109.58606512498227,111.58092908299295,1.9948574170120992,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:09:19 2026,10,reward.low,121.90231470798608,122.18515383297927,0.22472925001056865,0.278,122.19076395800221,123.68493104100344,1.494219875021372,125.68963095798972,127.70164574999944,2.0120582079980522,10.107763000007253,276.93150454200804,8.0,1.5,,,117.5946102909802,119.60178491598344,2.007225167006254,119.60304895800073,121.90167779100011,2.2986985000025015,,1,"Hit!
+$1.50",8.0,123.68974804098252,125.67678212499595,1.9870209170039743,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:09:29 2026,11,loss.low,132.0770729999931,132.36011933299596,,0.278,132.3657909159956,133.7183062910044,1.3525669579976238,135.72816879098536,141.7348746249918,6.00676374998875,14.03284462497686,290.9647709589917,6.5,-1.5,0.16760633298077843,,127.70326008298434,129.70997270799126,2.00676887499867,129.71133333299076,132.07666541598155,2.3653886250103824,,3,"Miss!
-$1.50",6.5,133.7239348749863,135.7098248330003,1.9858792500162963,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:09:44 2026,12,reward.neut,146.16059600000153,146.46445020800456,0.2441883750143461,0.298,146.46980024999357,147.81421104099718,1.344461583008524,149.82431954098865,151.83070708299056,2.0064826250018086,10.095226125005865,301.0606203750067,6.5,0.0,,,141.73638962500263,143.73854591598501,2.002212083985796,143.73964133299887,146.16005491599208,2.4204714999941643,,1,"Hit!
$0.00",6.5,147.8195024159795,149.81068445800338,1.9911678330099676,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
,,587968758647536,1,1,Fri May  1 11:09:54 2026,13,reward.low,155.9729447499849,156.23083449999103,,0.258,156.24078229098814,157.83466895800666,1.5939622499863617,159.83681191600044,161.84759354099515,2.0108447909879033,10.016363167000236,311.077487417002,6.5,,0.005124667028930441,,151.83201149999513,153.83477975000278,2.0028154579922557,153.83585233299527,155.9725254579971,2.1367255420191213,,3,"Miss!
$0.00",6.5,157.84141808300046,159.82301604098757,1.981592374999309,,587968758647536,1,yes,yes,no,0,2,2026-05-01_11h04.36.099,MID1.1,None,
