thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.rt,trial.target_dur,trial.reward,Fix_after_target.OnsetTime,Fix_after_target.OffsetTime,Fix_after_target.Duration,Fix_ITI.OnsetTime,Fix_ITI.OffsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,MRT,Cue.OnsetTime,Cue.OffsetTime,Cue.Duration,Dly.OnsetTime,Dly.OffsetTime,Dly.Duration,trial.too_slow_rt,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,Fb.Duration,trial.too_fast_rt,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,3456789,1,0,Fri May  1 09:39:56 2026,1,reward.high,5.013440416019876,0.20840466700610705,0.5,5.0,5.524102750001475,9.32033358301851,3.791595332993893,9.321332541003358,11.325005250022514,2.003722833003849,6.3121612499817275,11.325059291004436,5.0,,,,,,,,,,,,,,,3456789,1,yes,yes,no,0,2,2026-05-01_09h39.35.563,MID1.1,79.25301371440067,
,,3456789,1,0,Fri May  1 09:40:02 2026,2,loss.high,11.325943000003463,0.2289913749846164,0.5,,11.830178666015854,15.603883625008166,3.7710086250153836,15.604809500015108,17.612064500019187,2.007304792001378,6.286466541001573,17.61213012499502,5.0,,,,,,,,,,,,,,,3456789,1,yes,yes,no,0,2,2026-05-01_09h39.35.563,MID1.1,79.25301371440067,
,,3456789,1,0,Fri May  1 09:40:08 2026,3,reward.low,17.613055250025354,0.21884779201354831,0.5,1.5,18.128107374999672,21.916291958012152,3.7811522079864517,21.917224583012285,27.916428750002524,5.999251166998874,10.303741249983432,27.916482416010695,6.5,0.21874794466809058,,,,,,,,,,,,,,3456789,1,yes,yes,no,0,2,2026-05-01_09h39.35.563,MID1.1,79.25301371440067,
,,3456789,1,1,Fri May  1 09:40:38 2026,1,loss.high,9.121281334024388,,0.219,-5.0,9.357607125013601,11.013139250018867,1.654492092569769,13.026329667016398,15.03323833399918,2.006953666015761,10.028513958997792,57.59542237498681,-5.0,,5.006524625001475,7.007264750020113,2.0007864579965826,7.008325084025273,9.12067879200913,2.1067599627621405,0.002606124984510849,3,"Miss!
-$5.00",-5.0,11.027642708999338,1.9806757089972962,,3456789,1,yes,yes,no,0,2,2026-05-01_09h39.35.563,MID1.1,79.25301371440067,
,,3456789,1,1,Fri May  1 09:40:48 2026,2,loss.high,19.45875179200084,0.02632199999061413,0.239,-5.0,19.711533167021116,21.271262584021315,1.555789585668034,23.285085417010123,29.286888583999826,6.001858291012468,14.253031833010027,71.84907933298382,-10.0,,15.034689792024437,17.03702779201558,2.0023889580043033,17.038134250004077,19.458281541999895,2.417888414341352,,2,"Miss!
-$5.00",-10.0,21.27165595901897,1.9997375000093598,2.0136796669914396,3456789,1,yes,yes,no,0,2,2026-05-01_09h39.35.563,MID1.1,79.25301371440067,
,,3456789,1,1,Fri May  1 09:41:03 2026,3,reward.low,33.40881941700354,,0.219,,33.64250483401702,35.2881691250077,1.6430280611330526,37.30078116702498,,,,,,,29.28889370901743,31.287900625000475,1.9990504999877885,31.28911516701919,33.408239792013774,2.118223994198857,0.00504020801786087,3,"Miss!
$0.00",-10.0,35.30098758402164,1.9862767919839825,,,1,,,,,,,,,
