thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.rt,trial.target_dur,trial.reward,Fix_after_target.OnsetTime,Fix_after_target.Duration,Fix_ITI.OnsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,MRT,Cue.OnsetTime,Cue.Duration,Dly.OnsetTime,Dly.Duration,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,Fb.Duration,trial.too_slow_rt,trial.too_fast_rt,trial.cue_rt,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,45678,1,0,Fri Apr 17 11:42:32 2026,1,reward.low,5.011852499999804,0.2840836670002318,0.5,1.5,5.524959124999441,3.715916332999768,9.247053957999015,6,10.246406583002681,15.255941583000094,1.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:42:43 2026,2,reward.high,15.256801791001635,0.30116816599911544,0.5,5.0,15.762815375001082,3.6988318340008846,19.464207875000284,4,8.216061916002218,23.472543042000325,6.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:42:51 2026,3,loss.high,23.47325258300043,0.22977229100069962,0.5,,23.98551362500075,3.7702277089993004,27.75448579099975,4,8.294067292001273,31.767017624999426,6.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:42:59 2026,4,loss.neut,31.767746207999153,0.2354513339996629,0.5,,32.28278275000048,3.764548666000337,36.04910429099982,2,6.287669291999919,38.055167582999275,6.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:43:05 2026,5,reward.neut,38.05574245800017,0.29088579100061907,0.5,0.0,38.56786120800098,3.709114208999381,42.28134924999904,4,8.23660574999667,46.2921365000002,6.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:43:14 2026,6,loss.low,46.292838124998525,0.24628641600065748,0.5,,46.80444787500164,3.7537135839993425,50.565527999999176,2,6.274674500000401,52.56727037499877,6.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:43:20 2026,7,loss.high,52.56796245800069,0.25671820800198475,0.48,,53.060839165998914,3.7432817919980153,56.80803766600002,6,10.243518375002168,62.81124991699835,6.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:43:30 2026,8,loss.neut,62.81212062499981,0.22975687500002095,0.48,,63.30212487500103,3.770243124999979,67.08302712500154,6,10.279726875000051,73.09149783300018,6.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:43:40 2026,9,reward.high,73.09222650000083,0.2427920840018487,0.48,5.0,73.57754520800154,3.7572079159981513,77.33990724999967,6,10.250332999999955,83.34229491699807,11.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:43:51 2026,10,reward.neut,83.34290845799842,0.24654554199878476,0.48,0.0,83.82856658300079,3.7534544580012152,87.59040345800167,6,10.250091333000455,93.59278249999988,11.5,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:44:01 2026,11,reward.low,93.59343637499842,0.2639408329996513,0.48,1.5,94.08211120800115,3.7360591670003487,97.8174927910004,4,8.237622166001529,101.83082254200053,13.0,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:44:09 2026,12,reward.neut,101.8316015829987,0.28241937500206404,0.46,0.0,102.30406066599971,3.717580624997936,106.03012433299955,4,8.199223374998837,110.0304819999983,13.0,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:44:17 2026,13,loss.neut,110.03113466600189,0.27430024999921443,0.46,,110.50404741600141,3.7256997500007856,114.2390009160008,4,8.21136558299986,118.2422012499992,13.0,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:44:26 2026,14,loss.low,118.24283862499942,0.2272168329982378,0.48,,118.73874579100084,3.772783167001762,122.51483287500014,2,6.272410208999645,124.51502266699754,13.0,,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,0,Fri Apr 17 11:44:32 2026,15,loss.low,124.5157064160012,0.26218491599865956,0.46,,124.98394804100099,3.7378150840013404,128.73104404100013,6,10.217245583000476,134.73277541700008,13.0,0.25823483873343017,,,,,,,,,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:45:06 2026,1,reward.neut,9.052375790997758,0.19658783300110372,0.258,0.0,9.325896040998487,1.7735206118625384,13.111239082998509,6,14.10043745800067,173.28355691699835,0.0,,5.013564416000008,2.0,7.015462707997358,2.029891555136358,1,"Hit!
$0.00",0.0,11.115906415998325,1.9775740829973074,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:45:21 2026,2,loss.neut,23.602347624997492,0.21428058299716213,0.258,,23.86519983299877,1.3136418272651125,27.187830915998347,4,12.080155125000601,185.3642112919988,0.0,,19.11451662499894,2.0,21.127872916000342,2.4720775897377254,1,"Hit!
$0.00",0.0,25.187930874999438,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:45:33 2026,3,reward.neut,35.646850416000234,0.17660979100037366,0.238,0.0,35.89392320799743,1.3843546725959501,39.298268165999616,4,12.106117249997624,197.4708451669976,0.0,,31.194733374999487,2.0,33.20303512499959,2.439035536403676,1,"Hit!
$0.00",0.0,37.285132999997586,1.9957272920000833,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:45:45 2026,4,reward.high,47.436989165998966,0.216939124999044,0.258,5.0,47.70158479100064,1.6599837125784012,51.378595832997235,4,12.087673000001814,209.55895812499875,5.0,,43.30176016599944,2.0,45.30192970799908,2.123077162422555,1,"Hit!
+$5.00",5.0,49.38262599999871,1.978217500000028,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:45:57 2026,5,reward.low,59.7023746249979,0.23274579200005974,0.258,1.5,59.971005166000396,1.4638953566870843,63.44704279099824,4,12.060255333999521,221.61972604199764,6.5,,55.38991020799949,2.0,57.39279591599916,2.303358851312856,1,"Hit!
+$1.50",6.5,61.44413604099827,1.985263958998985,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:46:09 2026,6,reward.neut,71.66261820799991,,0.218,,71.89577087499856,1.5937167595062056,75.50408358300047,2,10.062751624998782,231.6829748329983,6.5,,67.45006270799786,2.0,69.45098249999864,2.2080484017603643,3,"Miss!
$0.00",6.5,73.5040674999982,1.9822219170018798,0.004880416998785275,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:46:19 2026,7,reward.high,82.00387504099854,0.1904089589988871,0.238,5.0,82.25620670799981,1.3339526153040957,85.60568824999791,6,14.095358874998055,245.77889762499763,11.5,,77.51337512499958,2.0,79.51624399999855,2.475638425697017,1,"Hit!
+$5.00",11.5,83.59585529099786,1.9924451250008133,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:46:33 2026,8,loss.neut,95.8872738329992,0.21457345799717586,0.238,,96.1433999999972,1.5262204669892938,99.6721124579999,6,14.066327083000942,259.8456648329993,11.5,,91.60916279099911,2.0,93.62103220800054,2.2592060750135303,1,"Hit!
$0.00",11.5,97.67668954100009,1.993091041000298,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:46:47 2026,9,loss.high,110.04630208299932,,0.258,-5.0,110.30959208299828,1.3544159666618252,113.67766370800018,2,10.004367584002466,269.85047833299905,6.5,,105.67675279099785,2.0,107.67661779099944,2.3673491946047447,2,"Miss!
-$5.00",6.5,111.67168487500021,1.988385249998828,,2.3629584589999153,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:46:57 2026,10,reward.high,119.92796608299977,,0.218,,120.15557095799886,1.5718025926631634,123.72346654099965,6,14.048097250000865,283.8990171669975,6.5,,115.68065237499832,2.0,117.68805912499738,2.2299625686034066,3,"Miss!
$0.00",6.5,121.72689166599957,1.9943465420001303,0.005272166000951817,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:47:11 2026,11,loss.low,134.0849718749996,0.15657316699798685,0.258,-1.5,134.3471905410006,1.4991548339630079,137.8645051249987,4,12.147227500001463,296.0468072500007,5.0,,129.7303152079985,2.0,131.7325242909974,2.3442719990390053,2,"Miss!
-$1.50",5.0,135.85838941600014,1.9885447090018715,,2.0951427090013333,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:47:23 2026,12,reward.neut,146.35324987499916,0.00238658300077077,0.198,0.0,146.5637802909987,1.5290615071369311,150.1047514999991,2,10.229045542000677,306.2763052499977,5.0,,141.87727420800002,2.0,143.88113316599993,2.468551909862298,1,"Hit!
$0.00",5.0,148.09730433299774,1.9898431660003553,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:47:34 2026,13,loss.low,156.3099924579983,,0.278,-1.5,156.59330575000058,1.5073063415050587,160.1054174159981,2,10.005898957999307,316.2826893329984,3.5,,152.10658483299994,2.0,154.10931770800016,2.194458819761511,3,"Miss!
-$1.50",3.5,158.10632283299856,1.9843732920016919,0.04410183299961723,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:47:44 2026,14,loss.low,166.31144741599928,0.10774641699754284,0.298,,166.62279841599957,1.7127519847986972,170.3433817499972,2,10.231812791000266,326.51510745799897,3.5,,162.1132862079976,2.0,164.12822608299757,2.17950159820376,1,"Hit!
$0.00",3.5,168.3424024579981,1.9834707089976291,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:47:54 2026,15,reward.low,176.72150512499866,0.21547724999982165,0.238,1.5,176.97432804100026,1.4205224127088019,180.41104737500063,2,10.067627374999574,336.5832636669984,5.0,,172.34550479099926,2.0,174.34839775,2.3640003372913765,1,"Hit!
+$1.50",5.0,178.40155949999826,1.991915250000602,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:48:04 2026,16,loss.high,186.57958295799835,,0.278,-5.0,186.8690475000003,1.5498401946342728,190.4300842499979,6,14.01756220900279,350.60130308299995,0.0,,182.41346937499839,2.0,184.4279165409971,2.151924966632297,3,"Miss!
-$5.00",0.0,188.43638416599788,,0.04613233299733288,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:48:18 2026,17,reward.high,200.89483879099862,0.1422438340014196,0.198,,201.10415958299927,1.4016106704884854,204.52947791599945,2,10.106191417002265,360.70794337500047,0.0,,196.4315765829997,2.0,198.4349967909984,2.456145495510095,2,"Miss!
$0.00",0.0,202.52572066599896,1.9859684170005494,,2.214831125001178,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:48:28 2026,18,loss.neut,210.74493733299823,,0.218,-0.0,210.97365524999987,1.6038123837247023,214.59341399999903,2,10.064106750000064,370.77257516700047,0.0,,206.53826562500035,2.0,208.53918741599773,2.1979527775418677,3,"Miss!
-$0.00",0.0,212.5919476659983,1.983875291000004,0.008304875002481005,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:48:38 2026,19,reward.low,220.7951588750002,,0.218,,221.02063354100028,1.6158491393147507,224.6480407909985,4,12.04902470900197,382.82201129199893,0.0,,216.60298408299786,2.0,218.60341379099918,2.185916021951819,2,"Miss!
$0.00",0.0,222.6417413329982,1.9886126249984954,,2.188627500005062,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:48:50 2026,20,loss.high,232.755430833,0.21455470900036744,0.298,,233.06696508299865,1.689481264377478,236.7730910829996,2,10.134436415999517,392.95684062500004,0.0,,228.65213287499864,2.0,230.65289404099894,2.0959640266221546,1,"Hit!
$0.00",0.0,234.7737635409976,1.985010374999547,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:49:00 2026,21,reward.low,243.16722491600012,,0.198,,243.37617004099957,1.4129397077583663,246.79634029099907,4,12.016261207998468,404.97362362499916,0.0,,238.78709095799786,2.0,240.79749362499933,2.3688254535082036,3,"Miss!
$0.00",0.0,244.79422354099734,1.9843480000017735,0.004348415996671129,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:49:12 2026,22,loss.high,254.95218495799782,0.195563334000326,0.318,,255.28454387499733,1.6643701952247865,258.95636558299884,2,10.164204459000757,415.13836874999834,0.0,,250.80396449999898,2.0,252.80507829099952,2.1400664707748875,1,"Hit!
$0.00",0.0,256.9598211249977,1.9937018329983403,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:49:22 2026,23,reward.neut,265.09739766599887,,0.178,,265.28589854099846,1.6857607579897271,268.98616720800055,4,12.025093416003074,427.1638877080004,0.0,,260.96859270799905,2.0,262.9734383750001,2.116004403276843,3,"Miss!
$0.00",0.0,266.97954933299843,1.988943542000925,0.03046570899658807,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:49:34 2026,24,loss.neut,277.0344299999997,,0.198,-0.0,277.23789991599915,1.7438006284175094,280.9948809999987,2,10.004743625002448,437.16900899999746,0.0,,272.9940279580005,2.0,274.9955323329996,2.0379645328490605,3,"Miss!
-$0.00",0.0,278.9913202909993,1.9859720829990692,0.017293375000142497,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:49:44 2026,25,loss.neut,287.3546310829988,,0.218,-0.0,287.58478995800033,1.4232548377020287,291.00555283299764,2,10.011852583000291,447.1813474999981,0.0,,282.99941504099843,2.0,285.00363558299796,2.3385103235645412,3,"Miss!
-$0.00",0.0,289.0051453749984,1.9983674999966752,0.004341541001689819,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:49:54 2026,26,loss.high,297.35458845799803,0.2183694999985164,0.338,,297.7062834999997,1.4603645967851566,301.1701678749996,6,14.168625875001453,461.3504156249983,0.0,,293.01160099999834,2.0,295.0208246250004,2.321265903216327,1,"Hit!
$0.00",0.0,299.1751922080002,,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:50:09 2026,27,reward.low,311.4704729160003,0.1958967910031788,0.218,1.5,311.7039964579999,1.5289687134411718,315.24617687499995,4,12.070781958002044,473.4217262079983,1.5,,307.18075962500006,2.0,309.18841362499734,2.2751344955556494,1,"Hit!
+$1.50",1.5,313.24193620799997,1.9865953330008779,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:50:21 2026,28,reward.neut,323.3962564579997,,0.198,,323.6017182079995,1.6409487209335039,327.245784499999,2,10.001730916999804,483.42383224999867,1.5,,319.2518228329973,2.0,321.25593149999986,2.140816440333066,3,"Miss!
$0.00",1.5,325.2490579999976,1.9831040839999332,0.05238162499748977,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:50:31 2026,29,loss.low,333.65514599999733,0.21222854200095753,0.318,-1.5,333.9802959160006,1.4007402030953044,337.3873533749975,6,14.134671166997578,497.55907783300063,0.0,,329.2543768329997,2.0,331.25676666599975,2.387031254903738,2,"Miss!
-$1.50",0.0,335.391138125,1.981708333001734,,2.250021792001823,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:50:45 2026,30,loss.low,347.6808372079977,0.21154054200087558,0.338,,348.02522820800004,1.5151616703884034,351.54351129099814,6,14.165979125002195,511.7254238329988,0.0,,343.3890965829996,2.0,345.3980685409988,2.273297787610721,1,"Hit!
$0.00",0.0,349.5463314160006,1.9841296670019801,,,0.2365343749988824,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
,,45678,1,1,Fri Apr 17 11:50:59 2026,31,loss.neut,361.6879103329993,0.1945324590014934,0.238,,361.93983624999964,1.6852935414934604,365.6448928329992,6,14.09963612499996,525.8256279169982,0.0,,357.5560051249995,2.0,359.5647235409997,2.120173999505046,1,"Hit!
$0.00",0.0,363.63084249999883,1.9963702500026557,,,,45678,1,yes,no,no,0,2,2026-04-17_11h42.07.069,MID1.1,None,
