thisRow.t,notes,subid,session,run,trial.system.time,trial.number,trial.type,Tgt.OnsetTime,trial.rt,trial.target_dur,trial.reward,Fix_after_target.OnsetTime,Fix_ITI.OnsetTime,Fix_ITI.Duration,time.trial,time.global,Winnings,MRT,Cue.OnsetTime,Cue.Duration,Dly.OnsetTime,Dly.Duration,Tgt.ACC,Tgt.ACCfeedback,total_earnings,Fb.OnsetTime,participant,session,fMRI? (yes or no),fMRI trigger on TTL? (yes or no),fMRI reverse screen? (yes or no),start run (0-2),task screen,date,expName,frameRate,
,,126724,1,0,Thu Jan 22 12:14:25 2026,1,reward.neut,5.002974750008434,0.2894067910965532,0.5,0.0,5.51944166701287,9.231839083135128,6,10.230394457932562,15.232715500053018,0.0,0.2894067910965532,,,,,,,,,126724,1,yes,no,no,0,2,2026-01-22_12h13.45.931,MID1.1,None,
,,126724,1,1,Thu Jan 22 12:14:56 2026,1,reward.neut,9.425041707931086,0.21616370882838964,0.289,0.0,9.715928292134777,13.096877458039671,2,10.106247666059062,46.66301337489858,0.0,,5.004148083040491,2.0,7.008068167138845,2.4053422988786872,1,"Hit!
$0.00",0.0,11.10189541708678,126724,1,yes,no,no,0,2,2026-01-22_12h13.45.931,MID1.1,None,
,,126724,1,1,Thu Jan 22 12:15:06 2026,2,reward.high,19.6230744170025,0.23700570804066956,0.289,5.0,19.91542825009674,23.197631957940757,,,,,,15.109595792135224,2.0,17.113969000056386,2.498533805759747,1,"Hit!
+$5.00",5.0,21.199237917084247,,1,,,,,,,,,
